text,target
దక్షిణాఫ్రికాతో జరిగిన తొలి మ్యాచ్‌లో 104 పరుగుల తేడాతో గెలుపొందింది.,1
"ముఖ్యంగా థామస్‌ మొదటి చక్కటి బంతులతో క్రీజులో బ్యాట్స్‌మెన్‌ తీవ్రంగా ఇబ్బంది పెట్టాడు.
",0
మహారాష్ట్రలోని పాల్ఘర్‌ జిల్లాలో శుక్రవారం స్వల్ప భూప్రకంపనలు సంభవించాయి,0
ఇప్పటికే ఈ ఏడాది ఫిబ్రవరిలో ఓటాన్ అకౌంట్‌ను బడ్జెట్‌ను రూ 1:82లక్షల కోట్లతో ప్రవేశపెట్టింది,1
"ఇదిలా ఉండగా టీమిండియా వికెట్‌కీపర్‌ రిషబ్‌పంత్‌ ఆసీస్‌ బ్యాట్స్‌మెన్‌ హ్యాండ్స్‌కాంబ్‌, టర్నర్‌ల సునాయాస స్టంపౌట్లను వదిలేయడంతో పాటు జట్టు ఫీల్డింగ్‌ లోపాలపై తీవ్ర విమర్శలు చెలరేగాయి.
",0
అతి స్వల్పంగా 86 పాయింట్లు లాభాల్లో నమోదయ్యాయి,1
చిన్నప్పటి నుంచి సుమన్‌ కొడుకు సంతోష్‌ (నాగశౌర్య)కు మాత్రం అమ్మమ్మ అంటే చాలా ఇష్టం.,1
"కానీ తరువాతి గేముల్లో తేలిపోయి మ్యాచ్‌ను కోల్పోయింది.
",0
"కాగా ఆమెకు భారతదేశ పౌరసత్వం లభించిందా అనే ప్రశ్నలకు సమాధానం చెప్పడానికి అంజు నిరాకరించారు.
",0
"హీరో క్యారెక్టర్ ఎలివేషన్, జీరో హీరోయిజం ఇలా చాలా కారణాల వల్ల సురేష్ బాబు నో చెప్పి వుంటారు",0
"ఆట ముగిసే సమయానికి శ్రీలంక మూడు వికెట్లు కోల్పోయి 123 పరగులు చేసింది.
",0
అందరూ నా నిర్ణయాన్ని గౌరవిస్తారని ఆశిస్తున్నా.,1
"ఆడిషన్ టైమ్‌లో పెద్ద డైలాగులు చెప్పమన్నారు,చెప్పగలిగాను",1
అధికార వికేంద్రీక‌ర‌ణ ద్వారా సీమ వాసుల్లో భ‌విష్య‌త్ న‌ష్ట‌పోయామ‌నే భావ‌న తొలిగించాల‌ని జ‌గ‌న్ భావిస్తున్నారు,1
అత్యధిక సిక్సర్లతో మోర్గాన్‌,1
"రామ్ అనుకోకుండా ప్ర‌మాదానికి గుర‌వుతాడు,త‌న బ్రెయిన్ దెబ్బ‌తింటుంది",0
"ప్రయాగ్‌రాజ్ ప్రత్యేక కోర్టు జడ్జి దినేశ చంద్ర ఈమేరకు తీర్పు వెలువరించారు.
",1
"మల్లన్న సాగర్ తరహా నష్టపరిహారం చెల్లించే వరకు తాము ప్రాజెక్టు పనులను కొనసాగనివ్వబోమని, అవసరమైతే తమ ప్రాణాలను సైతం ఫనంగా పెట్టయినా పనులను అడ్డుకుంటామని హెచ్చరించారు",0
"తిత్లీ చేసిన క‌డ‌గండ్ల‌ను పూడ్చ‌క ముందే మ‌రో తుఫాను రావ‌టంతో ఈ ప్రాంత వాసుల క‌న్నీళ్ల ప‌ర్యంత‌మ‌వుతున్నారు.
",0
"ముందు సీరియల్ నటిగా పేరుపొంది పాపులర్ అయిన మిమి చక్రవర్తి, 2012లో సినిమాల్లో ప్రవేశించింది.
",1
"కంగ్రాట్స్‌ సానియా, షోయబ్‌’ అని ట్వీట్‌ చేశారు.",1
"నిందితుల్లో ఒక డాక్టర్ కూడా ఉన్నారని.
",0
దర్శకధీరుడు రాజమౌళి తనయుడు కార్తికేయ వివాహానికి సర్వం సిద్ధమవుతోంది.,1
